SYMBOL,NSE_CATEGORY,NSE_SUB_CATEGORY,ATOM_BUCKET,TIER2_GROUP,TIER1_INDEX,ASSIGNMENT_STATUS,REVIEW_STATE,ASSIGNED_BY,ASSIGNED_AT,VOLUME,LIQUID,TRADABLE,HARVEST_PEERS_TIER1,HARVEST_PEERS_TIER2,HARVEST_VIABLE,LTP,NAV,I_NAV,NOTE
GROWWHOSPI,EQUITY,BSE Hospitals,SECTOR,PHARMA_HEALTHCARE,HOSPITALS,AUTO,PENDING,,,187670,YES,YES,0,4,TIER2,52.50,51.36,52.05,
HEALTHIETF,EQUITY,Nifty Healthcare,SECTOR,PHARMA_HEALTHCARE,HEALTHCARE,AUTO,PENDING,,,169749,YES,YES,1,4,TIER1,170.44,167.09,169.82,
HEALTHCARE,EQUITY,Nifty 500 Healthcare,SECTOR,PHARMA_HEALTHCARE,500 HEALTHCARE,AUTO,PENDING,,,144250,YES,YES,0,4,TIER2,21.65,21.32,18.17,
HEALTHY,EQUITY,Nifty Healthcare,SECTOR,PHARMA_HEALTHCARE,HEALTHCARE,AUTO,PENDING,,,118781,YES,YES,1,4,TIER1,17.15,16.75,17.01,
MOHEALTH,EQUITY,BSE Healthcare,SECTOR,PHARMA_HEALTHCARE,HEALTHCARE,AUTO,PENDING,,,44591,NO,NO,0,0,NO,52.17,51.19,-,
HEALTHADD,EQUITY,Nifty Healthcare,SECTOR,PHARMA_HEALTHCARE,HEALTHCARE,AUTO,PENDING,,,11028,NO,NO,0,0,NO,16.80,16.44,16.70,
HEALTHAXIS,EQUITY,Nifty Healthcare,SECTOR,PHARMA_HEALTHCARE,HEALTHCARE,AUTO,PENDING,,,2855,NO,NO,0,0,NO,167.94,165.66,166.48,
CPSEETF,EQUITY,Nifty CPSE,SECTOR,PSU,CPSE,AUTO,PENDING,,,481374,YES,YES,0,1,TIER2,92.28,92.29,92.55,
ICICIB22,EQUITY,BSE BHARAT 22,SECTOR,PSU,BHARAT 22,AUTO,PENDING,,,130930,YES,YES,0,1,TIER2,111.70,111.91,112.18,
ABSLPSE,EQUITY,Nifty PSE,SECTOR,PSU,PSE,AUTO,PENDING,,,98835,NO,NO,0,0,NO,9.84,9.91,9.97,
GROWWPSE,EQUITY,Nifty PSE,SECTOR,PSU,PSE,AUTO,PENDING,,,12155,NO,NO,0,0,NO,96.56,95.74,96.34,
MOPSE,EQUITY,Nifty PSE,SECTOR,PSU,PSE,AUTO,PENDING,,,1574,NO,NO,0,0,NO,101.32,96.91,97.44,
MOSERVICE,EQUITY,Nifty Services Sector,SECTOR,SERVICES,SERVICES SECTOR,AUTO,PENDING,,,633,NO,NO,0,0,NO,30.00,29.98,13.94,
MOTOUR,EQUITY,Nifty India Tourism,SECTOR,TOURISM,INDIA TOURISM,AUTO,PENDING,,,9206,NO,NO,0,0,NO,76.69,74.91,76.36,
